source_country,destination_country,corridor_volume_musd,fx_spread_bps,transfer_fee_percent,settlement_time_days,has_tax_treaty,tax_rate_percent,withholding_tax_amount_musd,compliance_regulatory_score,sovereign_geopolitical_score,volatility_index,market_infrastructure_score,tax_treaty_quality,currency_convertibility,capital_controls,payment_system_efficiency,network_depth,corridor_stability_score
Germany,Portugal,0.15,240.83,9.86,0.92,0,20.62,0.0309,51.76,57.09,38.15,55.42,27.27,0.797,0.69,0.8,0.997,31.15
Canada,Philippines,2135.48,175.65,9.37,5.58,1,6.49,138.5927,67.42,61.51,80.74,76.38,24.09,0.879,0.225,0.95,0.828,60.45
Philippines,Switzerland,222496.42,146.28,11.72,2.81,0,27.41,60986.2687,49.15,42.84,80.34,59.31,65.41,0.937,0.433,0.063,0.378,70.8
Indonesia,Malaysia,2189.6,282.01,7.05,28.25,1,7.66,167.7234,30.64,50.47,23.4,55.85,45.1,0.45,0.005,0.607,0.852,54.52
Ethiopia,Colombia,193.03,85.12,10.83,4.44,0,9.65,18.6274,51.29,61.29,66.75,50.45,29.86,0.917,0.257,0.591,0.365,43.17
India,Portugal,14086.14,74.37,5.79,0.73,1,25.87,3644.0844,38.66,72.76,35.76,65.68,59.44,0.633,0.065,0.261,0.628,59.38
Nigeria,Turkey,360998.58,191.96,11.35,4.99,1,23.64,85340.0643,75.93,50.52,59.49,60.46,61.55,0.688,0.174,0.418,0.954,71.13
Portugal,France,97.85,56.92,11.31,17.91,0,12.56,12.29,33.01,52.21,53.85,35.65,44.13,0.1,0.826,0.752,0.793,37.12
France,Singapore,306.97,81.6,0.25,18.16,1,13.06,40.0903,44.68,52.18,59.59,48.98,83.12,0.986,0.854,0.616,0.978,45.75
Ireland,Argentina,15.65,208.41,6.79,20.71,1,2.79,0.4366,61.5,56.56,58.01,56.17,48.81,0.434,0.295,0.227,0.873,39.3
Spain,Netherlands,26.29,128.36,7.15,1.72,1,7.87,2.069,79.08,45.88,42.05,46.38,21.72,0.19,0.941,0.894,0.86,38.95
Indonesia,Canada,125936.25,141.66,9.35,12.28,1,11.03,13890.7684,55.55,55.32,33.73,57.41,35.08,0.077,0.812,0.342,0.757,65.9
Saudi Arabia,Indonesia,44414.08,130.37,6.9,18.46,0,18.45,8194.3978,59.33,61.0,42.56,36.45,52.82,0.769,0.299,0.159,0.071,53.36
United Kingdom,Philippines,173.09,119.87,3.87,4.28,1,4.39,7.5987,38.78,75.28,28.01,53.76,47.27,0.38,0.814,0.882,0.57,41.39
India,United States,58.43,198.4,9.25,28.99,0,12.07,7.0525,78.42,48.8,27.72,31.39,49.59,0.153,0.152,0.211,0.028,34.62
United Kingdom,Germany,30292.31,32.63,5.41,27.09,1,17.56,5319.3296,70.89,45.5,61.03,49.43,60.26,0.293,0.377,0.211,0.944,60.55
Ireland,Poland,174328.9,265.87,10.42,10.28,0,12.27,21390.156,21.72,30.84,68.32,64.48,39.31,0.805,0.041,0.927,0.119,74.57
South Africa,Nigeria,9.84,207.74,2.96,22.53,0,22.59,2.2229,67.52,59.38,72.83,58.38,76.55,0.665,0.569,0.635,0.521,38.38
United States,Poland,41395.82,279.07,2.02,26.1,0,29.93,12389.7689,80.8,64.81,28.75,49.22,62.42,0.659,0.904,0.451,0.185,57.51
Philippines,China,13.9,9.91,2.05,15.07,1,4.43,0.6158,41.36,38.51,49.74,54.0,48.09,0.138,0.895,0.782,0.878,41.72
Kenya,Egypt,3.48,276.3,2.37,11.52,1,16.93,0.5892,64.73,62.87,41.51,56.52,80.82,0.725,0.739,0.699,0.903,34.38
Switzerland,Ireland,88008.95,149.93,1.87,13.4,0,24.96,21967.0339,80.31,27.86,37.64,60.75,19.5,0.344,0.251,0.074,0.961,71.69
Saudi Arabia,Canada,11527.56,72.72,5.94,15.25,0,8.75,1008.6615,55.66,59.6,14.54,50.15,10.39,0.056,0.763,0.702,0.797,55.22
Thailand,Mexico,114.38,162.1,7.41,3.54,0,15.45,17.6717,28.28,71.23,74.03,47.17,48.0,0.064,0.954,0.896,0.567,38.37
Switzerland,Ethiopia,35.59,66.37,5.38,25.38,1,17.16,6.1072,73.47,59.24,40.53,39.99,58.51,0.664,0.677,0.365,0.832,34.57
Vietnam,Saudi Arabia,112237.89,24.65,4.61,19.23,1,18.52,20786.4572,61.37,49.43,55.06,62.1,54.08,0.785,0.299,0.22,0.704,68.62
Indonesia,United Kingdom,10284.46,35.15,1.88,13.94,0,20.74,2132.997,38.8,56.16,52.67,51.63,60.91,0.265,0.82,0.243,0.956,56.17
Portugal,Colombia,7.0,256.63,7.63,9.45,0,19.93,1.3951,55.12,57.59,63.23,49.07,41.33,0.293,0.609,0.59,0.223,34.13
Spain,Japan,0.86,216.07,7.9,9.65,0,19.28,0.1658,42.67,30.97,49.86,48.16,78.22,0.851,0.565,0.003,0.673,34.87
Thailand,Canada,2133.83,138.42,7.86,8.08,0,14.05,299.8031,54.26,66.43,11.71,49.6,45.04,0.509,0.294,0.407,0.271,48.75
Argentina,Brazil,18.66,15.27,4.6,3.58,0,19.34,3.6088,71.56,85.73,69.29,58.85,64.67,0.682,0.093,0.816,0.172,35.02
Ireland,Nigeria,45.62,182.28,11.74,23.54,1,6.57,2.9972,38.02,47.76,58.57,36.19,31.17,0.891,0.598,0.425,0.019,36.05
Germany,Singapore,0.15,189.05,10.44,10.96,1,9.49,0.0142,47.43,42.75,42.38,57.26,38.13,0.695,0.269,0.707,0.498,34.76
France,Australia,11117.45,73.93,5.78,9.77,0,7.34,816.0208,44.2,61.66,53.94,42.61,37.28,0.246,0.51,0.069,0.675,51.69
Portugal,Japan,1.85,20.98,3.53,8.81,0,7.81,0.1445,71.36,60.14,15.31,44.67,41.08,0.87,0.992,0.511,0.164,28.87
United Kingdom,Australia,594.6,235.45,9.98,29.54,0,17.3,102.8658,32.72,54.91,40.83,28.2,65.84,0.223,0.246,0.162,0.082,38.8
Ethiopia,Vietnam,743.44,299.79,4.97,2.44,1,2.74,20.3703,31.95,67.75,39.55,44.89,61.58,0.338,0.817,0.245,0.724,43.55
Canada,Turkey,7.87,277.58,4.65,27.57,1,8.19,0.6446,67.96,57.53,49.55,56.06,56.68,0.141,0.295,0.251,0.834,37.24
Argentina,Indonesia,76.47,172.86,7.12,28.24,1,22.39,17.1216,49.0,32.91,48.06,60.9,52.04,0.511,0.666,0.61,0.895,50.37
Kenya,Ireland,11.38,27.55,11.28,2.94,1,13.29,1.5124,39.36,53.35,29.02,61.85,47.92,0.836,0.163,0.002,0.204,41.35
Canada,Brazil,10.37,45.55,2.91,25.95,1,3.32,0.3443,35.48,46.24,50.32,63.6,78.57,0.557,0.627,0.159,0.992,43.23
South Africa,Colombia,36.3,206.3,6.64,23.56,0,28.6,10.3818,35.51,46.03,58.3,47.17,42.38,0.689,0.516,0.954,0.62,40.14
Ireland,Turkey,9.93,235.11,0.22,7.66,0,19.71,1.9572,69.32,57.59,57.45,37.1,68.63,0.27,0.829,0.277,0.196,30.25
United Kingdom,United States,1951.47,28.91,8.94,22.89,0,9.82,191.6344,33.57,65.3,39.75,49.39,54.42,0.028,0.486,0.619,0.54,48.63
Germany,United Arab Emirates,1.06,256.17,6.91,15.09,0,9.07,0.0961,48.77,58.15,41.04,41.77,76.02,0.09,0.774,0.358,0.914,27.17
United Arab Emirates,Indonesia,8.56,292.18,9.07,14.0,1,20.98,1.7959,20.84,34.8,63.23,71.06,61.62,0.861,0.239,0.27,0.798,48.0
France,Poland,7.7,273.38,6.13,25.97,0,28.15,2.1675,33.32,47.77,46.94,58.77,30.72,0.521,0.031,0.381,0.232,40.22
Colombia,Netherlands,792.42,280.14,8.18,4.8,0,13.15,104.2032,69.61,62.52,27.97,55.31,55.66,0.899,0.952,0.925,0.889,48.95
Argentina,China,826394.82,80.41,5.2,26.01,0,27.79,229655.1205,35.8,56.56,30.22,50.1,16.48,0.171,0.043,0.289,0.45,68.18
Kenya,France,2097.48,283.09,7.93,11.94,0,23.77,498.571,68.29,32.94,58.64,55.68,43.8,0.927,0.096,0.184,0.005,57.83
Russia,Nigeria,76617.64,142.27,11.71,1.82,1,3.29,2520.7204,57.19,85.27,42.3,47.6,79.8,0.448,0.766,0.133,0.734,54.55
United Arab Emirates,Switzerland,3.1,161.41,9.61,9.8,1,12.25,0.3797,64.19,81.5,31.11,50.08,57.92,0.057,0.512,0.522,0.778,27.82
Canada,Egypt,5692.24,257.62,9.68,12.38,0,21.06,1198.7857,43.22,31.27,68.61,52.63,50.21,0.612,0.386,0.452,0.366,59.83
Turkey,Thailand,0.34,206.78,0.44,8.66,1,25.2,0.0857,64.43,44.9,53.38,62.4,14.63,0.781,0.222,0.266,0.071,36.83
South Africa,United Kingdom,17903.85,285.13,5.92,18.57,0,15.3,2739.289,39.44,60.78,65.38,51.78,60.52,0.61,0.49,0.637,0.912,56.91
United Arab Emirates,India,1448.2,141.28,0.94,6.46,1,15.23,220.5609,46.4,30.48,17.67,42.79,81.6,0.021,0.006,0.396,0.829,52.09
United Kingdom,Italy,0.47,224.83,1.64,28.99,0,27.33,0.1285,76.27,69.45,44.97,46.91,38.96,0.065,0.839,0.94,0.992,25.99
Japan,Indonesia,0.61,117.43,9.32,27.36,1,10.91,0.0666,29.24,59.0,48.01,54.56,73.96,0.327,0.972,0.844,0.663,31.4
Russia,Belgium,0.23,210.12,11.38,18.53,1,27.0,0.0621,67.41,37.4,40.02,32.11,31.07,0.498,0.125,0.09,0.206,25.96
Turkey,Canada,27991.72,127.52,5.22,21.96,1,15.44,4321.9216,45.0,51.57,25.81,50.69,64.55,0.579,0.387,0.378,0.633,59.61
Mexico,Switzerland,81357.51,181.47,10.9,19.12,1,10.48,8526.267,78.38,48.93,30.41,43.83,66.73,0.468,0.717,0.345,0.255,60.48
Nigeria,Brazil,444.5,255.43,9.28,4.38,0,24.19,107.5246,55.09,48.62,77.81,44.62,48.65,0.343,0.275,0.643,0.85,45.78
Netherlands,Malaysia,196718.13,64.37,11.88,5.17,0,11.22,22071.7742,51.01,70.01,70.19,48.28,35.36,0.816,0.77,0.005,0.787,60.6
Ireland,India,0.62,73.66,7.7,19.16,0,6.95,0.0431,63.8,41.9,39.95,46.05,68.24,0.154,0.069,0.545,0.875,31.44
Germany,Thailand,2.59,182.04,10.59,10.93,1,14.16,0.3667,55.85,59.85,20.21,44.09,53.4,0.265,0.221,0.677,0.336,29.37
Vietnam,South Africa,750.35,251.09,6.41,11.48,0,26.78,200.9437,53.6,48.75,50.98,59.17,42.83,0.88,0.476,0.432,0.895,53.09
Thailand,Russia,12994.37,267.14,3.52,5.96,0,23.2,3014.6938,52.98,50.43,26.88,63.86,71.26,0.657,0.26,0.796,0.949,62.88
Switzerland,Spain,52226.76,140.18,6.85,28.28,0,24.94,13025.3539,41.75,32.54,36.44,56.11,41.33,0.83,0.473,0.836,0.031,67.39
Poland,Thailand,49.02,42.78,8.98,17.84,0,13.46,6.5981,70.17,63.16,74.37,41.65,40.51,0.183,0.64,0.746,0.106,35.36
Indonesia,Belgium,10857.95,149.4,0.58,6.63,0,7.92,859.9496,34.13,61.96,28.08,45.2,85.83,0.429,0.309,0.932,0.231,52.59
Nigeria,Malaysia,187208.46,202.37,8.23,2.51,0,24.59,46034.5603,68.54,52.59,53.98,51.8,75.83,0.856,0.43,0.549,0.661,65.35
Ireland,Netherlands,1.18,209.92,5.88,3.09,0,15.99,0.1887,48.08,61.41,38.46,57.16,48.61,0.733,0.314,0.291,0.42,32.84
Canada,France,0.41,117.55,7.72,16.26,1,4.81,0.0197,51.75,69.5,38.07,46.69,57.24,0.74,0.55,0.354,0.093,25.77
Argentina,Turkey,39494.17,157.09,5.37,19.44,1,16.42,6484.9427,73.93,41.05,58.27,85.2,36.95,0.92,0.121,0.791,0.868,76.51
Turkey,South Africa,20154.76,266.27,2.82,23.56,0,9.92,1999.3522,55.91,49.8,57.34,61.32,61.61,0.719,0.382,0.019,0.936,63.26
United Arab Emirates,Vietnam,389.29,125.88,4.28,25.42,0,24.08,93.741,28.99,47.85,41.97,43.03,39.9,0.515,0.21,0.067,0.66,44.92
Ethiopia,Canada,51.56,68.94,10.67,3.65,0,19.54,10.0748,60.52,50.16,52.75,42.48,28.15,0.096,0.332,0.457,0.744,38.43
Belgium,Mexico,9762.42,206.68,3.97,3.75,1,18.63,1818.7388,32.01,64.57,43.56,57.04,16.9,0.948,0.201,0.29,0.246,56.5
Ethiopia,Mexico,39878.13,236.11,4.27,18.51,1,11.26,4490.2774,32.17,56.59,47.97,65.1,44.19,0.767,0.252,0.987,0.195,65.39
United States,South Africa,2.58,123.66,8.62,9.33,1,16.69,0.4306,55.98,39.03,73.51,29.11,60.36,0.218,0.981,0.326,0.543,27.53
United Kingdom,Malaysia,0.26,232.01,4.22,6.24,1,15.19,0.0395,52.12,64.37,41.77,66.06,48.83,0.308,0.165,0.902,0.64,34.22
United States,Mexico,38.06,140.32,10.79,18.33,1,11.5,4.3769,48.76,30.56,37.88,59.88,36.4,0.855,0.487,0.992,0.559,48.45
Australia,Belgium,2.0,212.86,10.84,6.54,1,22.92,0.4584,48.21,56.28,38.37,48.59,27.19,0.08,0.011,0.843,0.502,31.36
Portugal,Ethiopia,10304.25,194.54,5.71,16.47,1,14.45,1488.9641,67.86,53.3,49.91,62.15,51.99,0.294,0.067,0.94,0.8,60.95
Malaysia,Canada,0.14,258.79,11.56,21.68,0,24.05,0.0337,70.76,66.64,11.31,18.3,46.37,0.385,0.81,0.14,0.094,14.37
Argentina,Vietnam,41.44,33.08,9.72,6.48,0,12.06,4.9977,41.79,78.56,69.57,53.44,45.14,0.68,0.165,0.522,0.424,36.52
Argentina,Vietnam,273.15,49.94,11.41,28.2,0,20.78,56.7606,32.59,49.51,47.35,51.31,45.84,0.558,0.835,0.93,0.178,46.88
Belgium,Spain,1093.57,17.55,0.76,23.36,0,29.43,321.8377,51.47,30.88,39.85,53.89,60.78,0.292,0.626,0.394,0.845,55.64
Kenya,Netherlands,12388.97,288.74,7.77,5.33,0,17.38,2153.203,55.91,32.82,50.4,52.82,60.02,0.422,0.08,0.274,0.389,61.85
Italy,France,1872.0,120.69,5.88,8.29,1,15.21,284.7312,74.4,67.23,52.58,36.1,56.98,0.097,0.884,0.195,0.694,42.81
Ethiopia,Thailand,11199.26,146.09,8.06,22.56,1,3.43,384.1346,54.15,53.48,60.13,63.01,62.62,0.969,0.219,0.783,0.287,61.5
Switzerland,France,4081.44,257.33,5.09,19.37,1,12.45,508.1393,54.78,38.74,48.79,62.15,59.26,0.685,0.47,0.786,0.287,61.18
Thailand,Italy,3.17,176.1,3.28,28.6,1,24.86,0.7881,22.42,47.29,39.94,61.26,35.55,0.731,0.003,0.644,0.232,39.18
Mexico,Brazil,1.04,199.02,6.0,12.85,0,8.81,0.0916,59.92,40.47,50.5,47.52,80.04,0.629,0.655,0.245,0.873,32.98
South Africa,Turkey,345.39,218.71,6.42,24.57,0,24.91,86.0366,53.88,63.51,58.71,57.75,66.83,0.181,0.142,0.711,0.616,47.33
Egypt,Indonesia,0.85,176.03,6.37,11.31,1,10.76,0.0915,23.08,57.63,60.43,49.87,71.27,0.154,0.663,0.44,0.741,30.2
Vietnam,Argentina,4952.46,72.53,7.3,2.26,0,6.14,304.081,69.92,52.45,25.12,31.18,54.67,0.424,0.975,0.28,0.556,46.61
Malaysia,Canada,497.81,85.75,7.35,18.42,1,4.39,21.8539,35.28,70.39,52.39,46.24,54.17,0.808,0.661,0.677,0.299,42.4
Malaysia,Belgium,26512.75,238.66,0.52,18.66,1,17.4,4613.2185,56.75,75.51,12.55,56.61,58.1,0.503,0.467,0.836,0.951,57.03
Netherlands,Philippines,0.5,23.14,6.09,27.54,1,6.73,0.0336,53.23,51.41,45.69,58.97,60.77,0.136,0.775,0.873,0.99,34.48
Mexico,Turkey,98786.69,209.1,10.79,3.25,1,16.59,16388.7119,53.31,64.31,47.5,58.51,55.83,0.403,0.859,0.885,0.346,63.84
China,Japan,116522.63,80.56,4.4,13.08,0,8.18,9531.5511,77.86,57.1,27.83,53.67,34.7,0.564,0.199,0.327,0.912,63.82
Mexico,Indonesia,9091.86,8.84,5.29,24.52,1,11.7,1063.7476,41.66,45.4,17.91,58.99,74.69,0.795,0.229,0.889,0.805,60.91
Philippines,Singapore,344.51,288.72,2.97,23.42,0,6.41,22.0831,30.83,57.84,26.21,62.26,59.44,0.73,0.354,0.552,0.548,50.26
Turkey,Poland,403963.58,249.84,4.37,9.24,0,9.67,39063.2782,51.86,49.2,19.79,48.45,61.74,0.786,0.727,0.309,0.626,66.92
Canada,Singapore,75923.17,272.82,8.14,21.77,1,14.5,11008.8596,57.62,46.05,39.49,56.14,24.94,0.458,0.33,0.7,0.249,65.78
Ethiopia,Saudi Arabia,3.8,49.83,6.89,17.81,0,8.81,0.3348,70.82,59.26,52.99,30.28,33.72,0.071,0.764,0.081,0.074,24.8
Mexico,Vietnam,21547.66,44.43,5.92,5.76,0,28.71,6186.3332,61.08,48.23,44.15,43.34,68.81,0.309,0.217,0.153,0.364,56.58
Ireland,Philippines,78.98,161.79,9.03,28.75,0,22.89,18.0785,64.99,68.75,33.59,57.04,18.67,0.314,0.221,0.54,0.56,41.75
Saudi Arabia,Canada,39240.95,264.57,11.76,26.14,0,23.94,9394.2834,56.08,45.3,25.1,60.85,50.68,0.868,0.407,0.536,0.362,65.91
Spain,Turkey,27601.97,191.97,4.91,14.93,1,11.0,3036.2167,57.17,38.09,70.97,51.96,54.28,0.181,0.381,0.526,0.392,62.77
Ireland,Belgium,4.32,69.29,4.15,28.21,1,6.26,0.2704,38.2,64.84,49.26,58.42,72.56,0.475,0.297,0.748,0.227,35.24
Australia,Kenya,22160.56,27.46,8.45,26.03,0,13.66,3027.1325,62.06,65.44,66.64,43.37,68.19,0.304,0.528,0.477,0.575,53.23
Malaysia,Vietnam,24.59,148.11,6.95,25.46,1,25.81,6.3467,49.96,24.0,60.0,59.95,21.95,0.369,0.129,0.963,0.845,48.57
Thailand,Russia,1769.58,39.6,3.81,6.37,0,29.01,513.3552,60.47,44.72,74.11,50.41,54.2,0.474,0.188,0.089,0.267,52.87
India,Ethiopia,0.6,115.43,7.78,19.71,1,4.15,0.0249,47.92,49.02,51.3,43.09,49.57,0.467,0.595,0.257,0.895,28.79
Poland,Switzerland,508.44,257.99,8.62,29.37,0,20.1,102.1964,33.55,52.61,22.86,46.67,71.24,0.724,0.674,0.211,0.029,46.19
Turkey,Singapore,45122.73,139.81,2.16,23.47,0,20.33,9173.451,33.8,48.64,37.86,45.34,88.42,0.164,0.758,0.794,0.761,59.44
Colombia,South Africa,24103.06,253.82,1.34,20.31,1,11.72,2824.8786,50.51,67.38,63.94,34.45,36.64,0.09,0.655,0.069,0.615,49.52
Indonesia,Vietnam,14.9,19.57,7.76,22.84,1,14.65,2.1828,28.8,53.92,51.78,56.31,62.9,0.616,0.538,0.562,0.167,39.75
Saudi Arabia,Ethiopia,17.97,180.96,7.55,13.75,1,6.15,1.1052,64.15,61.39,51.46,44.98,60.95,0.058,0.08,0.644,0.933,34.23
Nigeria,Russia,1.78,93.89,8.9,6.43,1,20.85,0.3711,52.13,51.96,39.91,60.97,53.55,0.372,0.286,0.932,0.34,36.96
Ethiopia,South Africa,5780.16,89.53,4.68,28.37,0,15.81,913.8433,60.15,62.97,49.37,49.67,62.18,0.105,0.546,0.162,0.89,52.35
Spain,Indonesia,0.56,33.48,9.79,17.89,0,8.83,0.0494,36.29,47.96,45.83,33.26,49.85,0.319,0.908,0.618,0.488,25.0
Portugal,United Kingdom,22933.98,288.2,8.21,19.17,0,15.57,3570.8207,30.07,46.54,18.77,51.32,31.95,0.736,0.706,0.568,0.247,60.29
Malaysia,Netherlands,24.27,45.61,11.61,28.18,1,19.07,4.6283,34.56,37.71,60.6,45.13,46.78,0.509,0.978,0.495,0.569,39.86
Nigeria,Belgium,451751.48,299.58,11.98,3.7,1,18.32,82760.8711,42.18,48.76,25.32,67.79,39.98,0.848,0.327,0.211,0.204,75.06
Singapore,Portugal,26684.22,179.98,4.94,28.88,1,16.89,4506.9648,59.63,30.5,57.92,52.98,43.37,0.084,0.701,0.734,0.684,64.6
United States,Spain,29.9,151.1,8.02,27.97,0,24.31,7.2687,42.27,58.31,30.76,50.26,62.53,0.521,0.204,0.333,0.742,38.38
Ireland,Mexico,0.21,45.99,11.63,0.15,0,22.05,0.0463,54.72,67.26,14.28,39.69,73.61,0.788,0.558,0.629,0.715,22.98
Egypt,Vietnam,6.06,267.26,2.23,12.36,1,20.74,1.2568,73.85,42.85,32.97,58.64,44.84,0.084,0.283,0.699,0.823,40.54
Spain,Brazil,146.36,244.85,11.95,15.09,0,7.45,10.9038,37.06,77.58,60.31,50.77,32.94,0.488,0.161,0.435,0.247,39.25
Italy,Germany,0.33,105.77,2.72,3.52,0,26.14,0.0863,61.99,41.95,40.24,38.35,40.28,0.769,0.198,0.24,0.025,27.78
Spain,Thailand,1065.83,243.32,3.4,22.9,0,27.66,294.8086,17.85,49.78,32.81,60.81,38.48,0.197,0.368,0.997,0.642,54.56
Australia,Turkey,0.34,247.18,7.76,5.88,1,5.65,0.0192,61.8,39.53,33.91,62.31,57.01,0.325,0.216,0.596,0.762,37.87
Vietnam,Malaysia,652621.19,139.54,6.69,29.96,0,7.98,52079.171,48.73,55.28,58.41,46.52,21.8,0.281,0.156,0.453,0.334,66.32
Ethiopia,United States,513366.17,196.97,6.94,7.58,0,8.13,41736.6696,63.34,76.34,60.95,50.82,59.09,0.262,0.313,0.768,0.611,63.13
Thailand,Kenya,2552.93,278.46,4.76,15.41,0,24.7,630.5737,40.89,75.07,55.04,49.78,21.14,0.641,0.417,0.857,0.283,47.61
Australia,Switzerland,13905.87,109.63,11.42,29.24,0,18.62,2589.273,58.01,45.71,54.91,45.16,53.69,0.072,0.779,0.936,0.615,56.54
Spain,Argentina,495.22,18.56,6.66,10.05,0,5.37,26.5933,55.86,65.16,33.19,72.1,63.03,0.137,0.213,0.625,0.96,53.78
Canada,Singapore,1405.33,50.45,11.44,13.94,0,24.73,347.5381,43.86,47.87,79.38,54.09,52.71,0.583,0.763,0.602,0.439,53.05
Argentina,Poland,56412.62,77.53,0.29,16.54,1,18.05,10182.4779,73.11,36.19,21.58,44.19,45.74,0.403,0.82,0.557,0.299,62.11
Portugal,Argentina,0.97,56.09,7.16,2.37,0,5.12,0.0497,52.37,33.08,73.4,64.87,34.08,0.591,0.249,0.753,0.28,41.3
Netherlands,Turkey,84790.71,55.39,1.34,25.21,0,27.17,23037.6359,58.81,67.34,21.8,56.57,72.31,0.684,0.408,0.33,0.864,62.02
Mexico,Egypt,0.85,154.25,2.51,0.42,1,16.43,0.1397,31.91,45.66,46.73,43.33,51.31,0.534,0.526,0.993,0.119,29.98
Mexico,Vietnam,57223.83,86.04,5.85,24.69,0,20.49,11725.1628,38.55,44.56,62.6,37.68,52.58,0.121,0.098,0.094,0.384,57.88
Indonesia,Turkey,169815.4,191.98,7.19,11.92,0,5.37,9119.087,78.53,47.85,31.1,53.7,69.06,0.453,0.397,0.275,0.469,66.78
France,Poland,0.34,186.63,10.16,15.95,1,20.59,0.07,45.52,73.63,56.7,47.91,72.89,0.517,0.942,0.173,0.629,25.29
Switzerland,Egypt,0.14,229.27,3.85,17.01,1,12.2,0.0171,59.35,71.31,51.23,33.77,59.5,0.36,0.061,0.044,0.026,19.63
Germany,Kenya,0.11,212.34,1.45,20.56,1,8.42,0.0093,62.45,84.29,29.09,47.82,38.09,0.833,0.071,0.781,0.254,22.57
Argentina,Japan,90050.28,96.18,9.12,5.13,0,15.25,13732.6677,49.41,75.01,75.75,40.66,67.58,0.477,0.701,0.056,0.802,54.29
Thailand,Turkey,52996.88,44.58,8.43,23.81,0,17.84,9454.6434,61.61,64.35,50.39,44.45,55.15,0.159,0.417,0.101,0.428,56.41
Canada,Spain,161.7,238.85,1.52,2.49,0,28.43,45.9713,45.92,56.0,57.03,40.98,58.9,0.804,0.884,0.421,0.349,39.93
Turkey,South Africa,26.95,248.33,9.62,15.4,1,18.99,5.1178,57.82,48.82,22.27,49.46,28.17,0.593,0.874,0.124,0.69,39.66
Poland,Nigeria,0.12,9.04,0.29,7.42,1,10.57,0.0127,75.88,55.67,39.33,52.01,46.76,0.548,0.037,0.056,0.682,30.0
India,Saudi Arabia,54.5,121.5,10.33,23.33,0,9.82,5.3519,68.0,57.59,46.13,51.97,46.32,0.672,0.475,0.411,0.923,40.9
Brazil,Thailand,2288.14,110.47,3.41,16.21,1,9.95,227.6699,34.62,43.04,17.39,45.73,82.38,0.974,0.338,0.823,0.08,52.08
Poland,Thailand,123.97,288.48,8.64,25.92,0,19.35,23.9882,57.47,42.78,29.82,57.93,49.21,0.656,0.538,0.664,0.929,48.59
Netherlands,Thailand,1.73,145.05,5.36,21.83,1,16.34,0.2827,32.74,53.46,31.65,56.28,69.24,0.5,0.803,0.942,0.042,34.73
Thailand,Ireland,85.14,148.72,9.67,19.96,0,16.81,14.312,57.43,76.65,66.37,45.33,61.18,0.927,0.279,0.118,0.752,35.7
Philippines,China,16.97,209.47,1.77,1.7,0,5.65,0.9588,68.78,33.53,43.81,49.84,39.3,0.833,0.382,0.156,0.373,41.59
Brazil,United States,1.4,138.05,6.58,5.37,0,5.55,0.0777,39.02,62.51,38.14,50.74,46.91,0.153,0.732,0.648,0.891,30.33
Ethiopia,Kenya,1902.58,84.94,4.64,25.96,1,8.69,165.3342,51.54,52.68,27.57,46.84,19.57,0.868,0.935,0.549,0.394,50.06
Brazil,Saudi Arabia,0.92,172.51,3.33,16.14,0,20.42,0.1879,49.64,55.0,33.15,38.16,48.48,0.241,0.994,0.441,0.445,26.15
Argentina,Germany,476578.71,299.31,2.48,15.72,1,17.22,82066.8539,58.59,44.65,60.77,73.03,76.29,0.715,0.283,0.665,0.841,78.14
Philippines,Brazil,1.02,25.55,2.67,23.15,1,21.99,0.2243,69.27,44.49,52.08,49.29,38.86,0.842,0.624,0.315,0.108,32.85
Vietnam,United Arab Emirates,30432.71,35.23,0.37,22.99,1,14.55,4427.9593,54.03,51.87,44.09,75.45,57.79,0.901,0.335,0.561,0.966,69.7
Italy,Australia,45.26,75.35,0.27,24.49,0,16.58,7.5041,22.58,37.86,63.51,58.83,52.98,0.974,0.315,0.687,0.217,47.06
Germany,South Africa,0.78,200.42,12.0,16.49,0,19.5,0.1521,55.2,40.1,47.73,41.84,50.38,0.98,0.453,0.107,0.648,30.39
Russia,Switzerland,55.8,185.0,3.46,16.92,0,14.49,8.0854,47.65,67.8,43.0,56.57,55.07,0.896,0.922,0.301,0.908,40.76
Belgium,Saudi Arabia,37743.06,207.76,0.71,28.41,1,9.41,3551.6219,43.81,44.08,72.17,58.01,23.5,0.508,0.078,0.715,0.669,64.9
India,Poland,104060.13,138.35,5.82,2.32,0,10.14,10551.6972,37.31,53.65,69.75,38.07,63.79,0.31,0.272,0.209,0.218,57.95
Malaysia,Russia,5.0,216.0,11.51,14.43,0,18.7,0.935,41.14,68.02,36.36,44.74,68.54,0.68,0.879,0.613,0.195,29.48
United States,Kenya,637.08,83.83,1.71,23.27,1,16.5,105.1182,40.22,73.5,62.3,59.13,46.28,0.818,0.3,0.069,0.231,47.65
Vietnam,Belgium,68670.44,67.21,8.15,3.92,0,12.39,8508.2675,78.69,46.0,72.08,28.53,51.43,0.015,0.857,0.19,0.187,54.46
Brazil,Ethiopia,2734.72,183.75,4.79,5.53,0,18.74,512.4865,53.66,59.98,67.68,47.99,45.46,0.569,0.494,0.003,0.734,50.11
Philippines,Saudi Arabia,3.5,200.32,8.59,10.36,0,13.33,0.4666,15.31,37.04,22.42,45.28,40.84,0.128,0.055,0.576,0.359,35.06
